ct,census_tract,county,city,tot_households,moe_households,tot_less_than_10K,moe_less_than_10K,tot_more_than_200K,moe_more_than_200K,median_income,moe_median_income,tot_families,moe_families
36047045200,Census Tract 452, Kings County, New York,868.00,117.00,6.90,5.20,18.30,6.90,74236.00,17112.00,632.00,130.00
36047045300,Census Tract 453, Kings County, New York,673.00,90.00,12.50,10.20,6.80,5.50,66856.00,9844.00,157.00,70.00
36047045400,Census Tract 454, Kings County, New York,504.00,102.00,0.80,1.50,15.90,9.50,90859.00,14698.00,396.00,110.00
36047045600,Census Tract 456, Kings County, New York,789.00,135.00,4.70,3.50,13.80,6.40,76047.00,22830.00,603.00,131.00
36047045800,Census Tract 458, Kings County, New York,411.00,83.00,3.60,5.10,20.90,9.10,68393.00,36968.00,237.00,50.00
36047046000,Census Tract 460, Kings County, New York,1228.00,131.00,6.40,4.20,17.60,8.20,105900.00,33794.00,818.00,171.00
36047046201,Census Tract 462.01, Kings County, New York,1063.00,162.00,2.60,3.90,7.20,5.70,43711.00,22818.00,494.00,117.00
36047046202,Census Tract 462.02, Kings County, New York,480.00,76.00,3.30,3.20,30.80,9.70,91328.00,36038.00,397.00,71.00
36047046400,Census Tract 464, Kings County, New York,623.00,95.00,7.50,5.00,17.70,11.40,68315.00,20087.00,486.00,97.00
36047046800,Census Tract 468, Kings County, New York,566.00,183.00,5.80,6.70,10.20,9.60,40250.00,14146.00,441.00,177.00
36047047000,Census Tract 470, Kings County, New York,611.00,83.00,0.00,6.30,8.50,7.20,67303.00,15204.00,559.00,82.00
36047047200,Census Tract 472, Kings County, New York,677.00,134.00,1.00,1.60,9.00,6.30,72153.00,43525.00,579.00,133.00
36047047400,Census Tract 474, Kings County, New York,753.00,89.00,5.30,6.40,9.80,6.40,64625.00,19430.00,659.00,94.00
36047047600,Census Tract 476, Kings County, New York,919.00,159.00,0.00,4.30,16.00,10.10,75026.00,38671.00,706.00,147.00
36047047700,Census Tract 477, Kings County, New York,1873.00,167.00,7.00,3.90,37.80,7.90,174977.00,27361.00,555.00,132.00
36047047800,Census Tract 478, Kings County, New York,1150.00,120.00,6.90,6.90,8.40,7.10,57591.00,12524.00,927.00,130.00
36047048000,Census Tract 480, Kings County, New York,983.00,137.00,11.30,7.50,6.90,6.50,43074.00,17643.00,696.00,167.00
36047048100,Census Tract 481, Kings County, New York,1323.00,144.00,10.30,5.30,14.20,5.70,96031.00,19388.00,491.00,147.00
36047048200,Census Tract 482, Kings County, New York,2152.00,433.00,3.90,3.60,7.30,4.60,58071.00,15464.00,1294.00,335.00
36047048400,Census Tract 484, Kings County, New York,1569.00,151.00,4.70,4.00,14.80,6.90,86908.00,17121.00,1096.00,164.00
36047048500,Census Tract 485, Kings County, New York,1000.00,113.00,0.90,1.30,27.10,9.00,125417.00,49612.00,410.00,120.00
36047048600,Census Tract 486, Kings County, New York,792.00,132.00,2.00,3.10,6.80,4.90,61281.00,10117.00,638.00,140.00
36047048800,Census Tract 488, Kings County, New York,1643.00,249.00,6.10,5.50,13.30,6.00,74012.00,21326.00,890.00,158.00
36047048900,Census Tract 489, Kings County, New York,1494.00,190.00,11.70,9.50,0.00,2.60,33102.00,24029.00,980.00,218.00
36047049000,Census Tract 490, Kings County, New York,2161.00,255.00,0.00,1.80,8.00,5.50,73988.00,20755.00,1266.00,292.00
36047049100,Census Tract 491, Kings County, New York,2663.00,280.00,8.60,5.60,5.60,4.10,46933.00,16310.00,2036.00,299.00
36047049200,Census Tract 492, Kings County, New York,1260.00,242.00,6.10,4.60,20.90,9.70,111964.00,38002.00,631.00,157.00
36047049301,Census Tract 493.01, Kings County, New York,956.00,104.00,14.20,6.70,0.40,0.90,22521.00,6981.00,591.00,150.00
36047049302,Census Tract 493.02, Kings County, New York,2415.00,226.00,10.20,7.40,7.00,5.40,71328.00,31229.00,842.00,178.00
36047049400,Census Tract 494, Kings County, New York,2252.00,311.00,3.10,2.90,14.10,7.10,100878.00,8658.00,1437.00,213.00
36047049500,Census Tract 495, Kings County, New York,1461.00,142.00,9.00,4.00,17.50,6.50,96875.00,21852.00,500.00,116.00
36047049600,Census Tract 496, Kings County, New York,1311.00,177.00,0.80,1.20,11.50,5.50,79213.00,41928.00,783.00,170.00
36047049700,Census Tract 497, Kings County, New York,1658.00,190.00,0.80,1.10,34.30,7.90,142054.00,12956.00,726.00,217.00
36047049800,Census Tract 498, Kings County, New York,1609.00,342.00,3.70,3.40,15.70,6.30,79632.00,40108.00,1129.00,357.00
36047049900,Census Tract 499, Kings County, New York,995.00,141.00,2.20,2.50,22.40,7.00,112321.00,18134.00,518.00,147.00
36047050001,Census Tract 500.01, Kings County, New York,947.00,154.00,10.70,7.50,26.30,9.60,120787.00,30580.00,536.00,152.00
36047050002,Census Tract 500.02, Kings County, New York,681.00,95.00,3.80,3.70,35.50,10.60,167604.00,71364.00,421.00,118.00
36047050100,Census Tract 501, Kings County, New York,1509.00,209.00,9.40,8.80,29.10,7.20,132159.00,46149.00,467.00,133.00
36047050202,Census Tract 502.02, Kings County, New York,1114.00,222.00,4.00,2.80,23.20,8.20,96310.00,56840.00,495.00,111.00
36047050300,Census Tract 503, Kings County, New York,1425.00,217.00,3.30,3.70,35.40,8.20,168029.00,13935.00,635.00,152.00
36047050401,Census Tract 504.01, Kings County, New York,1215.00,105.00,1.90,2.10,34.90,7.70,152739.00,14669.00,752.00,145.00
36047050402,Census Tract 504.02, Kings County, New York,953.00,332.00,4.00,4.70,42.00,24.60,171681.00,84893.00,527.00,333.00
36047050500,Census Tract 505, Kings County, New York,2057.00,217.00,15.20,11.40,7.70,5.50,82541.00,34268.00,887.00,283.00
36047050600,Census Tract 506, Kings County, New York,2079.00,352.00,3.40,2.80,12.00,5.30,69977.00,19781.00,1296.00,382.00
36047050700,Census Tract 507, Kings County, New York,785.00,124.00,1.30,2.10,14.90,10.30,58125.00,17505.00,565.00,98.00
36047050801,Census Tract 508.01, Kings County, New York,1465.00,132.00,5.90,7.20,11.30,6.20,69446.00,11952.00,717.00,168.00
36047050803,Census Tract 508.03, Kings County, New York,1124.00,136.00,4.70,3.40,7.90,4.70,79242.00,20555.00,415.00,110.00
36047050804,Census Tract 508.04, Kings County, New York,2737.00,325.00,3.90,2.90,20.50,8.40,108871.00,6848.00,1589.00,293.00
36047050900,Census Tract 509, Kings County, New York,1031.00,169.00,4.40,5.10,16.90,11.50,40598.00,15336.00,811.00,170.00
36047051001,Census Tract 510.01, Kings County, New York,1626.00,194.00,5.70,4.00,4.80,3.50,58877.00,14821.00,897.00,195.00
36047051002,Census Tract 510.02, Kings County, New York,1725.00,146.00,8.20,4.70,8.10,3.40,64128.00,10211.00,898.00,134.00
36047051100,Census Tract 511, Kings County, New York,1949.00,196.00,8.60,4.70,15.10,6.40,85383.00,19075.00,647.00,117.00
36047051200,Census Tract 512, Kings County, New York,2317.00,230.00,1.30,2.10,20.30,6.80,82240.00,17746.00,1442.00,284.00
36047051300,Census Tract 513, Kings County, New York,2645.00,242.00,5.20,3.60,37.90,9.30,133132.00,32031.00,876.00,194.00
36047051400,Census Tract 514, Kings County, New York,2570.00,210.00,7.40,4.00,15.70,6.50,88929.00,22229.00,1715.00,291.00
36047051500,Census Tract 515, Kings County, New York,1258.00,96.00,3.30,4.90,54.20,9.30,226450.00,41662.00,555.00,131.00
36047051601,Census Tract 516.01, Kings County, New York,1973.00,187.00,7.60,4.40,1.00,1.20,68202.00,7208.00,1007.00,198.00
36047051602,Census Tract 516.02, Kings County, New York,1455.00,211.00,4.10,2.70,4.00,3.60,80341.00,17985.00,820.00,185.00
36047051700,Census Tract 517, Kings County, New York,1371.00,149.00,4.70,3.10,55.10,8.80,220795.00,29803.00,564.00,140.00
36047051800,Census Tract 518, Kings County, New York,1602.00,271.00,3.60,3.00,21.80,8.20,101985.00,19769.00,732.00,117.00
36047051900,Census Tract 519, Kings County, New York,3283.00,551.00,4.60,4.00,53.80,12.00,212881.00,28506.00,638.00,196.00
36047052000,Census Tract 520, Kings County, New York,1311.00,237.00,4.50,4.70,22.30,7.10,121325.00,23128.00,903.00,235.00
36047052300,Census Tract 523, Kings County, New York,2348.00,197.00,1.90,2.20,18.20,6.80,77976.00,36986.00,1055.00,220.00
36047052500,Census Tract 525, Kings County, New York,1346.00,153.00,7.70,5.20,13.20,8.00,51393.00,15333.00,645.00,169.00
36047052600,Census Tract 526, Kings County, New York,1809.00,203.00,1.90,2.30,21.70,8.70,88520.00,14798.00,1043.00,199.00
36047052700,Census Tract 527, Kings County, New York,2360.00,241.00,8.60,7.20,12.70,6.20,63608.00,16536.00,1184.00,239.00
36047052800,Census Tract 528, Kings County, New York,693.00,95.00,1.00,1.60,29.70,8.70,120670.00,24842.00,420.00,80.00
36047052900,Census Tract 529, Kings County, New York,932.00,153.00,1.70,3.10,6.50,7.40,41576.00,7385.00,740.00,195.00
36047053000,Census Tract 530, Kings County, New York,1196.00,279.00,7.40,4.60,8.40,5.60,76684.00,14700.00,705.00,116.00
36047053101,Census Tract 531.01, Kings County, New York,588.00,62.00,5.40,8.40,24.10,13.50,,,556.00,78.00
36047053102,Census Tract 531.02, Kings County, New York,1156.00,245.00,1.60,2.60,7.90,10.50,68487.00,11479.00,1064.00,249.00
36047053200,Census Tract 532, Kings County, New York,878.00,150.00,3.30,3.00,15.40,5.90,67273.00,25217.00,506.00,74.00
36047053300,Census Tract 533, Kings County, New York,1586.00,258.00,10.00,8.20,2.50,2.90,34889.00,17309.00,1456.00,260.00
36047053400,Census Tract 534, Kings County, New York,1353.00,211.00,4.40,3.20,12.00,10.70,67240.00,25357.00,865.00,198.00
36047053500,Census Tract 535, Kings County, New York,1007.00,159.00,1.00,1.90,8.40,9.40,24912.00,11277.00,917.00,163.00
36047053700,Census Tract 537, Kings County, New York,778.00,110.00,0.00,5.00,7.10,5.90,42471.00,25690.00,750.00,112.00
36047053800,Census Tract 538, Kings County, New York,2381.00,278.00,3.30,2.70,6.60,3.60,70978.00,16385.00,1337.00,284.00
36047053900,Census Tract 539, Kings County, New York,903.00,137.00,6.40,7.00,0.00,4.30,43688.00,26303.00,698.00,149.00
36047054200,Census Tract 542, Kings County, New York,1617.00,192.00,4.70,3.80,10.10,5.40,57472.00,32367.00,1047.00,174.00
36047054300,Census Tract 543, Kings County, New York,0.00,13.00,,,,,,,0.00,13.00
36047054400,Census Tract 544, Kings County, New York,1318.00,166.00,3.30,3.70,8.00,4.10,67500.00,35776.00,1052.00,182.00
36047054500,Census Tract 545, Kings County, New York,2467.00,285.00,11.40,6.40,2.60,3.10,36559.00,15201.00,1750.00,315.00
36047054600,Census Tract 546, Kings County, New York,1932.00,258.00,7.00,5.30,11.00,7.20,71667.00,20395.00,1170.00,255.00
36047054700,Census Tract 547, Kings County, New York,2677.00,193.00,1.60,2.00,25.20,8.30,91108.00,24746.00,1519.00,248.00
36047054800,Census Tract 548, Kings County, New York,751.00,167.00,7.50,6.70,18.40,9.30,100104.00,54375.00,531.00,165.00
36047054900,Census Tract 549, Kings County, New York,2046.00,149.00,3.50,2.90,40.50,8.30,171250.00,50423.00,721.00,174.00
36047055000,Census Tract 550, Kings County, New York,1537.00,124.00,14.90,5.60,7.70,4.70,59632.00,11690.00,940.00,157.00
36047055100,Census Tract 551, Kings County, New York,3100.00,314.00,5.80,3.70,39.90,7.80,162577.00,33061.00,1437.00,401.00
36047055200,Census Tract 552, Kings County, New York,1416.00,212.00,6.00,5.10,21.50,8.60,107734.00,22602.00,948.00,162.00
36047055300,Census Tract 553, Kings County, New York,1565.00,113.00,1.80,1.70,36.70,8.40,141250.00,39992.00,513.00,145.00
36047055400,Census Tract 554, Kings County, New York,1761.00,171.00,2.70,1.90,11.30,4.30,61740.00,13809.00,1090.00,187.00
36047055500,Census Tract 555, Kings County, New York,4415.00,456.00,1.60,2.10,45.10,7.20,188015.00,27906.00,2225.00,366.00
36047055600,Census Tract 556, Kings County, New York,1327.00,152.00,3.00,4.00,11.80,6.70,68589.00,13290.00,873.00,162.00
36047055700,Census Tract 557, Kings County, New York,996.00,190.00,0.50,1.20,38.00,9.90,146765.00,43628.00,414.00,196.00
36047055800,Census Tract 558, Kings County, New York,905.00,130.00,6.50,5.20,17.00,7.20,69063.00,25849.00,540.00,67.00
36047056000,Census Tract 560, Kings County, New York,1446.00,197.00,8.80,6.30,11.80,5.30,72283.00,37388.00,955.00,174.00
36047056100,Census Tract 561, Kings County, New York,1703.00,194.00,2.80,2.00,30.70,8.00,160810.00,27821.00,572.00,128.00
36047056200,Census Tract 562, Kings County, New York,534.00,86.00,2.10,2.20,17.00,8.70,92500.00,50331.00,448.00,89.00
36047056301,Census Tract 563.01, Kings County, New York,2270.00,189.00,1.40,1.70,40.80,9.40,146458.00,34006.00,867.00,183.00
36047056302,Census Tract 563.02, Kings County, New York,1139.00,244.00,3.70,3.40,22.00,8.60,74732.00,17238.00,518.00,143.00
36047056400,Census Tract 564, Kings County, New York,1054.00,155.00,2.90,3.00,21.40,7.50,84128.00,21872.00,600.00,127.00
36047056500,Census Tract 565, Kings County, New York,1913.00,240.00,2.00,2.30,20.90,5.90,118032.00,22890.00,577.00,155.00
36047056600,Census Tract 566, Kings County, New York,858.00,65.00,8.60,5.80,10.50,4.90,73929.00,18684.00,512.00,84.00
36047056800,Census Tract 568, Kings County, New York,547.00,92.00,1.60,2.10,10.20,5.70,74476.00,11913.00,345.00,88.00
36047056900,Census Tract 569, Kings County, New York,865.00,130.00,3.60,2.90,42.70,9.90,164519.00,41743.00,395.00,124.00
36047057000,Census Tract 570, Kings County, New York,1624.00,306.00,3.20,2.40,3.50,2.10,78184.00,6855.00,762.00,151.00
36047057100,Census Tract 571, Kings County, New York,2219.00,259.00,3.90,3.70,20.40,9.10,117832.00,37891.00,928.00,259.00
36047057200,Census Tract 572, Kings County, New York,2075.00,236.00,9.40,6.50,4.00,4.80,40428.00,16548.00,1484.00,240.00
36047057300,Census Tract 573, Kings County, New York,1321.00,240.00,4.10,4.00,30.10,11.60,148875.00,30345.00,429.00,166.00
36047057400,Census Tract 574, Kings County, New York,1010.00,177.00,2.40,2.40,19.00,8.40,94231.00,14968.00,860.00,176.00
36047057500,Census Tract 575, Kings County, New York,2310.00,219.00,0.00,1.70,26.40,8.10,128304.00,21058.00,811.00,220.00
36047057600,Census Tract 576, Kings County, New York,1025.00,251.00,6.20,6.00,25.80,11.40,92719.00,50648.00,860.00,241.00
36047057800,Census Tract 578, Kings County, New York,1137.00,190.00,5.00,4.00,13.40,9.80,46746.00,24998.00,820.00,140.00
36047057901,Census Tract 579.01, Kings County, New York,532.00,109.00,4.50,5.00,26.10,8.60,137366.00,43491.00,176.00,55.00
36047057902,Census Tract 579.02, Kings County, New York,0.00,13.00,,,,,,,0.00,13.00
36047058000,Census Tract 580, Kings County, New York,1183.00,191.00,5.10,4.10,5.10,4.30,41278.00,18551.00,705.00,163.00
36047058200,Census Tract 582, Kings County, New York,824.00,110.00,6.10,5.90,19.50,8.30,57143.00,23873.00,495.00,106.00
36047058400,Census Tract 584, Kings County, New York,1378.00,152.00,13.60,6.30,9.10,5.50,69643.00,6726.00,839.00,151.00
36047058600,Census Tract 586, Kings County, New York,828.00,154.00,2.50,2.50,8.10,3.90,84176.00,10733.00,538.00,86.00
36047058800,Census Tract 588, Kings County, New York,1436.00,206.00,7.70,5.40,24.20,9.00,115865.00,30323.00,849.00,191.00
36047058901,Census Tract 589.01, Kings County, New York,854.00,91.00,2.90,2.50,25.30,7.10,110313.00,31382.00,487.00,97.00
36047058902,Census Tract 589.02, Kings County, New York,0.00,13.00,,,,,,,0.00,13.00
36047059000,Census Tract 590, Kings County, New York,664.00,121.00,3.50,3.30,14.20,6.50,97567.00,25620.00,455.00,72.00
36047059100,Census Tract 591, Kings County, New York,1919.00,208.00,4.20,3.00,23.40,5.50,135339.00,22015.00,793.00,146.00
36047059200,Census Tract 592, Kings County, New York,1703.00,229.00,14.00,6.80,7.60,4.00,58063.00,32593.00,1153.00,237.00
36047059300,Census Tract 593, Kings County, New York,1020.00,91.00,3.50,3.60,20.60,6.80,106544.00,16354.00,622.00,104.00
36047059402,Census Tract 594.02, Kings County, New York,2373.00,407.00,3.00,2.80,16.00,6.10,74917.00,31191.00,1823.00,369.00
36047059403,Census Tract 594.03, Kings County, New York,1092.00,148.00,4.20,3.20,15.10,7.00,63750.00,47049.00,717.00,148.00
36047059404,Census Tract 594.04, Kings County, New York,1611.00,195.00,3.50,4.40,11.10,5.40,62854.00,14124.00,996.00,243.00
36047059600,Census Tract 596, Kings County, New York,1188.00,181.00,2.60,2.50,6.70,4.90,56359.00,26851.00,560.00,181.00
36047059800,Census Tract 598, Kings County, New York,1274.00,292.00,7.80,5.40,7.70,4.80,81724.00,6572.00,801.00,275.00
36047060000,Census Tract 600, Kings County, New York,2697.00,289.00,6.40,3.80,17.20,7.70,99383.00,29891.00,1845.00,317.00
36047060600,Census Tract 606, Kings County, New York,1404.00,189.00,8.90,6.10,15.20,6.20,64353.00,31658.00,738.00,198.00
36047060800,Census Tract 608, Kings County, New York,1728.00,210.00,6.90,4.60,13.70,9.20,65705.00,27177.00,1051.00,206.00
36047061002,Census Tract 610.02, Kings County, New York,2565.00,322.00,3.30,3.60,19.50,8.00,75132.00,31191.00,1641.00,359.00
36047061003,Census Tract 610.03, Kings County, New York,619.00,91.00,8.90,6.40,7.80,5.50,50361.00,4250.00,412.00,83.00
36047061004,Census Tract 610.04, Kings County, New York,2885.00,328.00,11.20,8.20,5.00,5.10,38443.00,5625.00,1483.00,296.00
36047061200,Census Tract 612, Kings County, New York,437.00,56.00,6.40,7.10,33.20,10.40,153854.00,39069.00,352.00,66.00
36047061600,Census Tract 616, Kings County, New York,538.00,85.00,1.30,2.30,39.80,11.90,168438.00,57734.00,430.00,66.00
36047062000,Census Tract 620, Kings County, New York,676.00,118.00,0.00,5.70,23.40,10.60,91486.00,19024.00,610.00,124.00
36047062200,Census Tract 622, Kings County, New York,1123.00,153.00,15.50,9.00,12.70,6.80,68997.00,46702.00,715.00,187.00
36047062600,Census Tract 626, Kings County, New York,1212.00,132.00,3.00,2.70,8.20,6.00,65694.00,18234.00,914.00,164.00
36047062800,Census Tract 628, Kings County, New York,1848.00,165.00,4.50,3.40,21.50,7.20,111894.00,11555.00,1318.00,156.00
36047063200,Census Tract 632, Kings County, New York,636.00,93.00,5.50,5.00,7.20,5.70,79500.00,22691.00,393.00,93.00
36047063600,Census Tract 636, Kings County, New York,377.00,66.00,4.20,5.30,31.00,10.40,142986.00,22377.00,298.00,57.00
36047063800,Census Tract 638, Kings County, New York,672.00,119.00,2.20,2.40,18.90,8.40,104091.00,44249.00,515.00,75.00
36047064000,Census Tract 640, Kings County, New York,464.00,113.00,0.00,8.30,22.20,11.50,144857.00,38603.00,407.00,107.00
36047064200,Census Tract 642, Kings County, New York,949.00,74.00,4.00,3.10,18.00,7.80,68319.00,24206.00,644.00,104.00
36047064400,Census Tract 644, Kings County, New York,810.00,140.00,3.80,3.90,27.50,10.60,95833.00,37488.00,648.00,130.00
36047064600,Census Tract 646, Kings County, New York,727.00,244.00,4.40,5.90,14.60,9.40,96462.00,19543.00,603.00,238.00
36047064800,Census Tract 648, Kings County, New York,657.00,99.00,1.70,1.80,24.20,10.20,110156.00,30836.00,531.00,108.00
36047065000,Census Tract 650, Kings County, New York,547.00,110.00,0.00,7.00,14.60,7.50,90254.00,12813.00,353.00,122.00
36047065200,Census Tract 652, Kings County, New York,513.00,84.00,3.70,3.40,15.60,7.60,92969.00,35604.00,334.00,56.00
36047065400,Census Tract 654, Kings County, New York,510.00,41.00,4.10,4.80,29.60,10.70,127143.00,27605.00,424.00,54.00
